epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,2407.92,1.18772,1.04457,1.37561,0.86742,0.65472,0.76669,0.50358,1.32551,1.27831,1.54044,0.00146896,0.00146896,0.00146896
20,2673.33,1.15507,1.04915,1.32659,0.83242,0.70584,0.83067,0.55723,1.22817,1.17815,1.44329,0.00145796,0.00145796,0.00145796
21,2939.66,1.18468,1.03751,1.35102,0.89849,0.83666,0.9067,0.62748,1.16265,0.92908,1.38614,0.00144696,0.00144696,0.00144696
22,3206.24,1.18909,1.02123,1.38981,0.83254,0.83908,0.89225,0.59829,1.21244,1.00479,1.4148,0.00143595,0.00143595,0.00143595
23,3471.77,1.15992,1.00104,1.34771,0.87903,0.80708,0.89464,0.62617,1.15029,0.89399,1.34693,0.00142495,0.00142495,0.00142495
24,3744.72,1.16595,0.98441,1.33479,0.89269,0.79561,0.88879,0.57261,1.24999,0.98892,1.43269,0.00141395,0.00141395,0.00141395
25,267.13,1.42489,1.50694,1.88025,0.52873,0.41739,0.42693,0.24991,1.67574,2.44325,3.54089,0.00140295,0.00140295,0.00140295
26,530.487,1.24263,1.13845,1.44568,0.67923,0.32947,0.40985,0.22581,1.66043,2.14625,1.90744,0.00139195,0.00139195,0.00139195
27,799.2,1.19989,1.09857,1.42904,0.68058,0.41415,0.47286,0.2856,1.5564,1.8349,1.92507,0.00138094,0.00138094,0.00138094
28,1062.02,1.18629,1.04809,1.41064,0.86614,0.56231,0.67402,0.43043,1.36148,1.38449,1.57,0.00136994,0.00136994,0.00136994
29,263.103,1.40661,1.51364,3.7329,0.08327,0.22767,0.02117,0.0107,2.88492,87.361,43.9716,0.00135894,0.00135894,0.00135894
30,528.351,1.29339,1.11991,1.63945,0.79527,0.52357,0.56295,0.37683,1.63623,1.84472,7.98845,0.00134794,0.00134794,0.00134794
31,792.639,1.1805,1.01819,1.4216,0.84047,0.7256,0.81429,0.51552,1.27295,1.32162,1.54613,0.00133693,0.00133693,0.00133693
32,1056.78,1.13019,0.93107,1.38275,0.79283,0.67071,0.7721,0.53476,1.19344,0.99868,1.43634,0.00132593,0.00132593,0.00132593
33,1319.49,1.15649,0.95787,1.39128,0.93073,0.67744,0.84346,0.53649,1.26575,0.93597,1.47963,0.00131493,0.00131493,0.00131493
34,1583.16,1.1183,0.96866,1.34124,0.94339,0.77088,0.87423,0.59949,1.15778,0.88371,1.37342,0.00130393,0.00130393,0.00130393
35,1847.17,1.12165,0.89926,1.26272,0.85453,0.7856,0.88052,0.60468,1.15552,0.84654,1.34325,0.00129293,0.00129293,0.00129293
36,2112.41,1.09275,0.86298,1.33875,0.85657,0.82695,0.89532,0.61112,1.17376,0.80736,1.39108,0.00128192,0.00128192,0.00128192
37,2377.14,1.09109,0.83479,1.31612,0.89638,0.84375,0.90086,0.63651,1.13319,0.79859,1.37302,0.00127092,0.00127092,0.00127092
38,2642.92,1.0579,0.79931,1.24326,0.94071,0.81794,0.91592,0.63901,1.12493,0.792,1.33695,0.00125992,0.00125992,0.00125992
39,2908.14,1.06056,0.77937,1.35265,0.9106,0.84234,0.91118,0.66301,1.04903,0.71785,1.2627,0.00124892,0.00124892,0.00124892
40,3174.97,1.05213,0.79344,1.26312,0.92552,0.87906,0.92748,0.68106,1.03581,0.666,1.25946,0.00123791,0.00123791,0.00123791
41,3439.29,1.02288,0.75895,1.25552,0.90189,0.85912,0.91813,0.67366,1.05818,0.7159,1.33924,0.00122691,0.00122691,0.00122691
42,3704.06,1.05418,0.81751,1.25109,0.85346,0.84099,0.8822,0.60104,1.13971,0.82138,1.38329,0.00121591,0.00121591,0.00121591
43,3968.67,1.09364,0.85818,1.27933,0.88662,0.75265,0.85004,0.60523,1.09093,0.78781,1.31623,0.00120491,0.00120491,0.00120491
44,4233.01,1.03068,0.76874,1.20406,0.86551,0.85251,0.90971,0.65176,1.05155,0.72218,1.28883,0.00119391,0.00119391,0.00119391
45,4499.27,1.00416,0.76039,1.27883,0.90181,0.87911,0.91278,0.63602,1.1297,0.73947,1.37735,0.0011829,0.0011829,0.0011829
46,4763.91,1.01682,0.73317,1.21843,0.95153,0.8509,0.93155,0.6615,1.08092,0.67656,1.27585,0.0011719,0.0011719,0.0011719
47,5029.16,1.03295,0.74189,1.24035,0.91812,0.87923,0.93701,0.67374,1.05579,0.65146,1.25797,0.0011609,0.0011609,0.0011609
48,5295.1,1.06015,0.76228,1.25946,0.93732,0.8473,0.93415,0.65474,1.11075,0.68966,1.29565,0.0011499,0.0011499,0.0011499
49,5559.18,1.0526,0.76466,1.24395,0.9627,0.84215,0.92157,0.66758,1.07903,0.66942,1.28704,0.00113889,0.00113889,0.00113889
50,5824.17,0.98209,0.68949,1.21466,0.93901,0.84769,0.92549,0.67215,1.05527,0.64992,1.25444,0.00112789,0.00112789,0.00112789
51,6090.28,1.02549,0.71761,1.23395,0.94819,0.87776,0.93014,0.67646,1.03745,0.62758,1.23667,0.00111689,0.00111689,0.00111689
52,6355.88,1.00897,0.68814,1.23153,0.93115,0.88883,0.93475,0.67372,1.03623,0.62274,1.23329,0.00110589,0.00110589,0.00110589
53,6621.28,1.00292,0.69274,1.22978,0.93727,0.91771,0.95396,0.67752,1.04219,0.63022,1.23998,0.00109489,0.00109489,0.00109489
54,6885.91,1.02243,0.70299,1.19346,0.94729,0.84616,0.94358,0.68361,1.01936,0.64189,1.21979,0.00108388,0.00108388,0.00108388
55,7152.47,0.94638,0.63381,1.16965,0.91896,0.88854,0.94328,0.68435,1.04857,0.64285,1.24377,0.00107288,0.00107288,0.00107288
56,7418.6,0.96004,0.67275,1.16601,0.91253,0.88822,0.94471,0.69087,1.01356,0.64255,1.22483,0.00106188,0.00106188,0.00106188
57,7687.23,1.00328,0.66071,1.17295,0.92067,0.86582,0.94724,0.69119,1.02516,0.63659,1.22579,0.00105088,0.00105088,0.00105088
58,7954.49,1.00826,0.70764,1.21633,0.94088,0.92657,0.96131,0.68882,1.05623,0.60149,1.22808,0.00103987,0.00103987,0.00103987
59,8222.55,1.00619,0.72286,1.20778,0.89653,0.91388,0.95121,0.683,1.05552,0.62546,1.23744,0.00102887,0.00102887,0.00102887
60,8489.51,0.97852,0.64134,1.1666,0.95548,0.91256,0.95677,0.68241,1.05745,0.60253,1.22773,0.00101787,0.00101787,0.00101787
61,8756.48,0.94031,0.71036,1.22377,0.94564,0.89134,0.95388,0.6828,1.03338,0.59726,1.21233,0.00100687,0.00100687,0.00100687
62,9023.89,0.93867,0.65584,1.16149,0.98006,0.87347,0.9557,0.6771,1.05186,0.59617,1.22781,0.000995866,0.000995866,0.000995866
63,9292.69,0.93352,0.65739,1.17836,0.96199,0.89154,0.93477,0.68512,1.0222,0.60116,1.49443,0.000984864,0.000984864,0.000984864
64,9561.72,0.95936,0.66309,1.18314,0.94959,0.82726,0.90641,0.67746,1.04205,0.65554,1.46096,0.000973861,0.000973861,0.000973861
65,9826.87,0.96002,0.66296,1.1764,0.9633,0.88102,0.92359,0.68677,1.03854,0.61653,1.23607,0.000962859,0.000962859,0.000962859
66,10093.5,0.93363,0.6173,1.14797,0.9151,0.87231,0.91654,0.66513,1.0592,0.65745,1.25258,0.000951857,0.000951857,0.000951857
67,10359.3,0.89687,0.60018,1.128,0.94315,0.88101,0.94245,0.68206,1.05057,0.61976,1.22838,0.000940855,0.000940855,0.000940855
68,10626.2,0.94439,0.62589,1.15079,0.97294,0.88653,0.94699,0.69046,1.03735,0.60926,1.2237,0.000929853,0.000929853,0.000929853
69,10892.4,0.94357,0.6213,1.13251,0.98168,0.87923,0.94832,0.70263,1.0226,0.56666,1.21491,0.00091885,0.00091885,0.00091885
70,11161.4,0.95048,0.61414,1.16608,0.9722,0.89861,0.95236,0.70295,1.03433,0.56328,1.20386,0.000907848,0.000907848,0.000907848
71,11429.4,0.95068,0.63125,1.17832,0.91484,0.89712,0.94839,0.70709,1.01425,0.60331,1.19725,0.000896846,0.000896846,0.000896846
72,11698.5,0.92726,0.62009,1.11237,0.97304,0.86059,0.95139,0.70694,0.99438,0.58245,1.25737,0.000885844,0.000885844,0.000885844
73,11965.8,0.93404,0.63406,1.16836,0.96568,0.86758,0.94274,0.70813,1.00048,0.57043,1.20066,0.000874842,0.000874842,0.000874842
74,12232.1,0.89664,0.5809,1.15073,0.93766,0.90248,0.94993,0.71628,0.99269,0.55806,1.19012,0.000863839,0.000863839,0.000863839
75,12499.9,0.9732,0.6404,1.15798,0.95797,0.89034,0.95657,0.70453,0.99879,0.54593,1.18535,0.000852837,0.000852837,0.000852837
76,12766.8,0.94372,0.62258,1.15758,0.95367,0.89766,0.9495,0.70115,1.01443,0.56925,1.1929,0.000841835,0.000841835,0.000841835
77,13035.9,0.90169,0.56858,1.12164,0.95382,0.89164,0.95416,0.67577,1.07796,0.57481,1.24598,0.000830833,0.000830833,0.000830833
78,13303.2,0.93133,0.58477,1.1298,0.96747,0.88597,0.96056,0.70553,1.01786,0.56093,1.21144,0.000819831,0.000819831,0.000819831
79,13570.5,0.93612,0.56781,1.13669,0.97038,0.87669,0.95472,0.6985,1.02047,0.55436,1.21716,0.000808828,0.000808828,0.000808828
80,13837.6,0.92497,0.61626,1.16421,0.95807,0.86991,0.95149,0.70771,0.99773,0.5543,1.19015,0.000797826,0.000797826,0.000797826
81,14105.4,0.94242,0.61154,1.14896,0.98238,0.8674,0.95543,0.71351,1.00363,0.55299,1.19504,0.000786824,0.000786824,0.000786824
82,14374.6,0.98234,0.64122,1.18182,0.95729,0.92092,0.95716,0.71546,0.99623,0.5223,1.18971,0.000775822,0.000775822,0.000775822
83,14643.1,0.94411,0.57868,1.157,0.9382,0.90836,0.95077,0.70029,1.03924,0.54116,1.22478,0.00076482,0.00076482,0.00076482
84,14910,0.93129,0.64683,1.15857,0.94749,0.91077,0.95174,0.70164,1.01591,0.5408,1.1981,0.000753817,0.000753817,0.000753817
85,15177.6,0.93765,0.58627,1.12205,0.97392,0.91633,0.96449,0.68305,1.02882,0.52305,1.20047,0.000742815,0.000742815,0.000742815
86,15444.7,0.85493,0.56795,1.11458,0.9474,0.9148,0.94978,0.68279,1.03216,0.52086,1.20761,0.000731813,0.000731813,0.000731813
87,15712.8,0.92077,0.58887,1.11602,0.9434,0.89865,0.95214,0.70732,0.98476,0.52514,1.18121,0.000720811,0.000720811,0.000720811
88,15980.3,0.87495,0.561,1.10083,0.94364,0.91121,0.95401,0.71406,0.98944,0.51789,1.17923,0.000709809,0.000709809,0.000709809
89,16246.4,0.90336,0.59024,1.1254,0.97428,0.90587,0.96148,0.71877,0.98088,0.50598,1.16344,0.000698806,0.000698806,0.000698806
90,16514.9,0.87801,0.56539,1.12591,0.96483,0.86771,0.94871,0.71083,0.9835,0.51327,1.17238,0.000687804,0.000687804,0.000687804
91,16782.5,0.86751,0.56194,1.10529,0.94332,0.88054,0.94324,0.70943,1.00922,0.5269,1.1889,0.000676802,0.000676802,0.000676802
92,17050.2,0.85441,0.54769,1.11386,0.96662,0.90699,0.96215,0.70284,1.01421,0.51758,1.19713,0.0006658,0.0006658,0.0006658
93,17316.5,0.84975,0.53006,1.10087,0.94315,0.94386,0.96229,0.70976,1.0114,0.52,1.2135,0.000654798,0.000654798,0.000654798
94,17583,0.89993,0.55744,1.10968,0.98654,0.88102,0.96335,0.71148,0.99471,0.53015,1.18983,0.000643795,0.000643795,0.000643795
95,17848.6,0.89902,0.56787,1.12708,0.96213,0.90587,0.95659,0.71629,0.97668,0.49168,1.17189,0.000632793,0.000632793,0.000632793
96,18115.3,0.84734,0.53493,1.08837,0.98128,0.93741,0.96728,0.72154,0.98863,0.48427,1.18864,0.000621791,0.000621791,0.000621791
97,18384.2,0.84141,0.5266,1.07425,0.97188,0.94051,0.97139,0.71648,0.99144,0.48667,1.19089,0.000610789,0.000610789,0.000610789
98,18650.6,0.84463,0.54198,1.12798,0.94172,0.94347,0.96286,0.71862,0.98268,0.50209,1.17662,0.000599787,0.000599787,0.000599787
99,18917.4,0.84734,0.58393,1.15269,0.96172,0.90085,0.94901,0.70762,0.99115,0.51666,1.19851,0.000588784,0.000588784,0.000588784
100,19183.6,0.87262,0.53212,1.09309,0.94521,0.91123,0.94797,0.71478,0.97259,0.52418,1.19468,0.000577782,0.000577782,0.000577782
101,19450.8,0.8764,0.54935,1.08988,0.96345,0.9182,0.95956,0.7123,1.00779,0.52607,1.20014,0.00056678,0.00056678,0.00056678
102,19717.1,0.83787,0.54478,1.09894,0.95731,0.93741,0.95734,0.7045,1.01523,0.53156,1.21008,0.000555778,0.000555778,0.000555778
103,19985.5,0.82686,0.53118,1.07581,0.9779,0.91877,0.95752,0.70184,1.045,0.52535,1.22507,0.000544776,0.000544776,0.000544776
104,20252.5,0.7869,0.48697,1.0623,0.95166,0.93373,0.96045,0.71308,1.03791,0.50835,1.23059,0.000533773,0.000533773,0.000533773
105,20516.5,0.85018,0.51782,1.10232,0.97734,0.89477,0.95355,0.71488,1.00766,0.50954,1.21395,0.000522771,0.000522771,0.000522771
106,20783.9,0.8525,0.53324,1.10502,0.97724,0.88475,0.94814,0.71422,0.9874,0.52182,1.19779,0.000511769,0.000511769,0.000511769
107,21049.6,0.80983,0.51158,1.0855,0.94453,0.91114,0.9497,0.70073,0.98949,0.51802,1.19356,0.000500767,0.000500767,0.000500767
108,21315.2,0.80859,0.49482,1.05449,0.95406,0.91319,0.9354,0.70568,0.99716,0.52829,1.21029,0.000489765,0.000489765,0.000489765
109,21582.8,0.80708,0.51363,1.06007,0.94205,0.90587,0.93601,0.70349,1.00488,0.52002,1.20656,0.000478762,0.000478762,0.000478762
110,21848,0.78484,0.51069,1.05697,0.94641,0.91822,0.95451,0.71634,0.97829,0.50954,1.18701,0.00046776,0.00046776,0.00046776
111,22113.5,0.78189,0.5029,1.07889,0.97101,0.9251,0.9592,0.71857,0.97109,0.4944,1.17425,0.000456758,0.000456758,0.000456758
112,22380.8,0.77948,0.48997,1.05837,0.97241,0.92727,0.96557,0.72199,0.98173,0.48616,1.17844,0.000445756,0.000445756,0.000445756
113,22649.7,0.81979,0.51616,1.09674,0.97602,0.94192,0.97034,0.72185,0.98422,0.47159,1.17531,0.000434754,0.000434754,0.000434754
114,22917.6,0.77331,0.49241,1.05818,0.9571,0.93822,0.96648,0.72415,0.97943,0.47128,1.17585,0.000423751,0.000423751,0.000423751
115,23185.6,0.76373,0.47948,1.06587,0.96501,0.89692,0.9515,0.71774,0.99007,0.48022,1.18798,0.000412749,0.000412749,0.000412749
116,23449.4,0.77471,0.49212,1.06683,0.98583,0.89838,0.9636,0.72809,0.96408,0.47423,1.17637,0.000401747,0.000401747,0.000401747
117,23716.7,0.80362,0.48533,1.06746,0.96802,0.89691,0.96031,0.72296,0.99208,0.49564,1.20029,0.000390745,0.000390745,0.000390745
118,23984.8,0.77237,0.47298,1.05919,0.96924,0.88305,0.95772,0.7219,0.99686,0.50142,1.21761,0.000379743,0.000379743,0.000379743
119,24253.3,0.74181,0.4645,1.0398,0.9861,0.88566,0.95804,0.72503,0.97581,0.48291,1.19443,0.00036874,0.00036874,0.00036874
120,24521.8,0.75401,0.4735,1.04271,0.96926,0.91829,0.96328,0.7129,0.99643,0.47855,1.20853,0.000357738,0.000357738,0.000357738
121,24787.2,0.80506,0.51628,1.08473,0.98251,0.8952,0.96301,0.71757,0.99354,0.49176,1.20292,0.000346736,0.000346736,0.000346736
122,25054.9,0.73662,0.46582,1.05866,0.9539,0.91466,0.96042,0.72174,1.00645,0.50241,1.21144,0.000335734,0.000335734,0.000335734
123,25318.9,0.77233,0.46132,1.03504,0.97367,0.89965,0.95963,0.71929,1.0077,0.51445,1.21529,0.000324732,0.000324732,0.000324732
124,25586.5,0.7492,0.47391,1.05579,0.97615,0.9052,0.96107,0.73134,0.98346,0.51098,1.20774,0.000313729,0.000313729,0.000313729
125,25855.4,0.78281,0.46997,1.05268,0.97426,0.94787,0.97074,0.74237,0.96744,0.48571,1.19114,0.000302727,0.000302727,0.000302727
126,26120.7,0.75119,0.46266,1.09156,0.96145,0.94803,0.97333,0.73712,0.96352,0.47901,1.18842,0.000291725,0.000291725,0.000291725
127,26385.9,0.72007,0.44633,1.04092,0.95908,0.9409,0.97369,0.74214,0.96847,0.47085,1.19177,0.000280723,0.000280723,0.000280723
128,26652.4,0.79545,0.47548,1.05083,0.96544,0.9185,0.9703,0.73507,0.99665,0.46798,1.21096,0.000269721,0.000269721,0.000269721
129,26918.4,0.73727,0.46926,1.05967,0.96829,0.92405,0.96931,0.72874,0.99701,0.46977,1.1998,0.000258718,0.000258718,0.000258718
130,27184.4,0.73671,0.48398,1.06801,0.97682,0.92319,0.96349,0.73002,0.97867,0.474,1.18601,0.000247716,0.000247716,0.000247716
131,27450.6,0.75092,0.45783,1.04895,0.97039,0.92702,0.96001,0.73428,0.96831,0.49354,1.18724,0.000236714,0.000236714,0.000236714
132,27718.5,0.71507,0.45884,1.0378,0.98072,0.9303,0.96012,0.73181,0.9734,0.48754,1.19423,0.000225712,0.000225712,0.000225712
133,27986.6,0.70635,0.44597,1.04303,0.97782,0.93409,0.96379,0.74169,0.95175,0.47439,1.17819,0.00021471,0.00021471,0.00021471
134,28250.1,0.75974,0.44638,1.05832,0.97463,0.9292,0.96487,0.7539,0.93167,0.48392,1.16882,0.000203707,0.000203707,0.000203707
135,28515.8,0.74841,0.4561,1.03915,0.97844,0.93244,0.965,0.7479,0.95297,0.47051,1.17685,0.000192705,0.000192705,0.000192705
136,28780.6,0.72844,0.44103,1.046,0.97522,0.93241,0.96698,0.74249,0.95859,0.46206,1.17832,0.000181703,0.000181703,0.000181703
137,29045.3,0.74182,0.45649,1.0272,0.9806,0.93762,0.96912,0.74362,0.95883,0.45876,1.17384,0.000170701,0.000170701,0.000170701
138,29311.3,0.70529,0.43567,1.01034,0.97859,0.92791,0.97278,0.73965,0.95611,0.45116,1.17353,0.000159699,0.000159699,0.000159699
139,29575.6,0.72538,0.43988,1.02677,0.97364,0.93048,0.97187,0.74437,0.95029,0.4585,1.16984,0.000148696,0.000148696,0.000148696
140,29841.3,0.69261,0.43237,1.13811,0.98819,0.91698,0.96853,0.74785,0.94404,0.46594,1.16511,0.000137694,0.000137694,0.000137694
141,30106.1,0.64424,0.38506,0.98377,0.98533,0.91759,0.96908,0.73742,0.95299,0.44622,1.17305,0.000126692,0.000126692,0.000126692
142,30370.4,0.64924,0.42011,0.98663,0.95742,0.94219,0.97044,0.73654,0.95233,0.446,1.17452,0.00011569,0.00011569,0.00011569
143,30630.5,0.65684,0.40061,0.99263,0.96384,0.94073,0.97127,0.73585,0.94504,0.44174,1.17165,0.000104688,0.000104688,0.000104688
144,30895.2,0.6362,0.37417,0.96093,0.98636,0.92307,0.9716,0.73755,0.9455,0.43837,1.17384,9.36854e-05,9.36854e-05,9.36854e-05
145,31155.9,0.64661,0.37888,1.00631,0.98426,0.92378,0.9729,0.735,0.94518,0.43721,1.17177,8.26832e-05,8.26832e-05,8.26832e-05
146,31420.1,0.66568,0.37618,0.98053,0.98469,0.9294,0.97343,0.7371,0.93738,0.43378,1.16335,7.1681e-05,7.1681e-05,7.1681e-05
147,31684.1,0.65753,0.39819,0.99596,0.98576,0.93094,0.97376,0.74196,0.93747,0.43437,1.16154,6.06788e-05,6.06788e-05,6.06788e-05
148,31948.2,0.64177,0.36471,0.984,0.97945,0.92629,0.97051,0.74219,0.93998,0.43867,1.16258,4.96766e-05,4.96766e-05,4.96766e-05
149,32211.5,0.63074,0.36702,0.98285,0.97971,0.92703,0.97093,0.74305,0.93966,0.43737,1.16286,3.86744e-05,3.86744e-05,3.86744e-05
150,32474.2,0.64121,0.3668,0.98428,0.98069,0.93043,0.97084,0.74569,0.9427,0.43736,1.1661,2.76722e-05,2.76722e-05,2.76722e-05
